id,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Gender,City_Type,Current_Car_Type,Home_Charging_Possible,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
3619,37,30000,5,1,1,0,1,Male,Rural,SUV,Yes,Yes,Low,No
3620,52,122455,52.5,1,6,4,3,Male,Urban,Sedan,No,Yes,Medium,No
3621,31,30000,53.1,2,4,6,4,Female,Suburban,Sedan,Yes,Yes,Low,Yes
3622,44,78293,5,2,8,18,2,Male,Urban,SUV,No,No,Low,No
3623,44,126983,37.5,1,1,3,2,Female,Rural,SUV,Yes,Yes,Low,No
3624,53,112562,29.6,1,1,1,5,Male,Rural,SUV,Yes,Yes,Low,Yes
3625,52,92864,11.1,1,13,18,4,Female,Urban,Sedan,No,No,Low,No
3626,43,117892,5,1,0,6,3,Female,Suburban,Sedan,Yes,Yes,Low,No
3627,41,91412,35.2,2,4,9,4,Female,Suburban,Hatchback,Yes,No,Low,No
3628,33,73410,39.5,1,6,2,2,Female,Suburban,Hatchback,Yes,No,Low,No
3629,50,30000,54.6,2,4,5,2,Female,Suburban,SUV,Yes,No,Low,No
3630,45,81110,57.2,3,0,2,1,Male,Rural,Sedan,Yes,No,Low,No
3631,40,94495,52.7,1,3,17,1,Male,Urban,Sedan,No,No,Low,No
3632,59,86595,39.7,3,1,6,2,Female,Suburban,Hatchback,Yes,Yes,Low,No
3633,36,67762,27.4,1,8,5,3,Female,Urban,Sedan,No,Yes,Medium,Yes
3634,61,54739,5,1,14,9,1,Male,Urban,Sedan,Yes,No,Low,No
3635,68,94814,5,1,3,9,1,Female,Suburban,Hatchback,Yes,Yes,Low,No
3636,46,30000,50.1,1,7,6,2,Male,Urban,Sedan,Yes,Yes,Low,No
3637,27,86986,38.6,1,1,9,2,Female,Suburban,Hatchback,Yes,Yes,Low,No
3638,38,150159,22.2,1,2,8,5,Female,Suburban,Hatchback,Yes,Yes,Low,Yes
3639,27,121400,23.9,2,0,8,5,Female,Suburban,Hatchback,Yes,Yes,Low,Yes
3640,61,87675,24.9,2,9,4,2,Female,Urban,SUV,No,Yes,Medium,No
3641,37,114711,38.9,2,6,1,1,Female,Suburban,Sedan,No,Yes,Medium,No
3642,36,71020,21.8,1,3,8,3,Female,Suburban,Sedan,Yes,Yes,Low,No
3643,29,93989,23.9,1,2,4,2,Female,Suburban,Sedan,Yes,Yes,Low,No
3644,59,30000,29.2,3,0,7,3,Female,Suburban,Sedan,Yes,Yes,Low,No
3645,52,73436,55.9,2,4,13,4,Male,Urban,Sedan,No,No,Low,No
3646,61,62705,56.9,2,1,1,2,Female,Rural,Sedan,No,No,Medium,No
3647,43,82818,5,3,10,15,5,Male,Urban,SUV,No,Yes,Low,No
3648,52,133945,5,2,2,9,1,Female,Urban,Hatchback,No,No,Medium,No
3649,66,66516,21.8,2,6,13,5,Female,Urban,SUV,No,Yes,Low,No
3650,25,111206,39,2,8,16,4,Male,Urban,Sedan,No,Yes,Low,Yes
3651,27,131482,5,1,14,19,4,Female,Urban,SUV,No,Yes,Low,No
3652,46,40429,54,1,0,3,1,Female,Rural,Hatchback,Yes,No,Low,No
3653,55,107494,5,1,7,9,3,Male,Urban,Hatchback,No,No,Medium,No
3654,69,69889,51.4,1,13,13,5,Female,Urban,SUV,Yes,No,Low,No
3655,41,123738,5,1,4,5,2,Male,Urban,SUV,No,No,Low,No
3656,67,119214,5,2,10,13,1,Male,Urban,Sedan,No,Yes,Low,No
3657,58,123567,34.3,3,5,16,4,Female,Urban,Sedan,Yes,No,Low,No
3658,58,85514,17.6,2,5,9,2,Male,Suburban,SUV,Yes,Yes,Low,No
3659,41,70814,25.5,1,6,6,2,Female,Suburban,Hatchback,No,No,Low,No
3660,43,86095,52,1,7,8,4,Male,Suburban,SUV,Yes,No,Low,No
3661,43,99406,20.2,1,3,7,4,Female,Suburban,Sedan,Yes,Yes,Low,Yes
3662,55,122427,5,2,7,5,1,Female,Urban,SUV,No,Yes,Medium,No
3663,37,63794,43.2,2,5,17,3,Male,Urban,SUV,No,Yes,Low,No
3664,27,110239,5,2,5,19,3,Female,Urban,Sedan,No,Yes,Low,No
3665,37,82325,5,1,7,16,2,Male,Urban,Sedan,No,No,Low,No
3666,54,107750,60,3,8,19,4,Female,Urban,Sedan,No,Yes,Low,No
3667,65,91412,32.3,1,8,19,4,Male,Urban,Sedan,No,Yes,Low,No
3668,25,94936,23.4,3,0,2,1,Male,Rural,Sedan,Yes,Yes,Low,No
3669,36,105899,21.8,2,0,7,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
3670,69,103847,33,1,0,2,2,Male,Rural,Sedan,Yes,Yes,Low,No
3671,56,30000,39.4,2,10,12,5,Female,Urban,SUV,No,Yes,Low,No
3672,49,106464,23.6,2,2,3,3,Male,Rural,SUV,Yes,No,Low,No
3673,34,73938,16.9,2,7,8,2,Male,Urban,Sedan,Yes,Yes,Low,No
3674,61,58964,48.9,1,6,3,2,Male,Suburban,SUV,Yes,Yes,Low,No
3675,55,165093,26.5,2,3,7,4,Male,Urban,Sedan,No,Yes,Medium,Yes
3676,29,93683,39.7,1,5,2,5,Female,Suburban,SUV,Yes,No,Low,No
3677,62,83367,5,1,2,3,3,Male,Rural,SUV,Yes,No,Low,No
3678,58,93930,30.3,1,5,10,4,Male,Urban,Sedan,Yes,Yes,Low,No
3679,36,87215,43.4,2,5,17,5,Female,Urban,Hatchback,No,No,Low,No
3680,30,73979,34.1,2,6,8,5,Male,Urban,Sedan,No,Yes,Medium,No
3681,41,51878,37.3,2,6,7,3,Male,Urban,Sedan,Yes,Yes,Low,No
3682,56,30000,35.9,2,0,2,2,Male,Rural,SUV,Yes,Yes,Low,No
3683,40,60467,30.8,2,0,5,4,Female,Suburban,Sedan,Yes,No,Low,No
3684,25,90912,54.2,1,5,4,3,Male,Suburban,SUV,Yes,Yes,Low,No
3685,58,30000,56.4,2,2,3,2,Female,Urban,Truck,No,Yes,Medium,No
3686,31,94781,29.4,1,2,5,1,Female,Suburban,SUV,Yes,No,Low,No
3687,44,72441,44,1,12,3,1,Female,Urban,Sedan,No,No,Medium,No
3688,66,73678,31.2,1,6,2,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
3689,39,61380,5,2,3,5,5,Male,Urban,Sedan,No,No,Low,No
3690,52,80584,5,1,13,12,3,Male,Urban,Sedan,Yes,Yes,Low,No
3691,40,90812,32.7,1,14,17,1,Male,Urban,Sedan,No,Yes,Low,No
3692,25,81093,18.9,2,5,1,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
3693,33,134591,60.3,1,6,8,4,Male,Urban,Sedan,No,Yes,Medium,Yes
3694,55,105576,21.7,2,1,2,5,Male,Rural,Hatchback,Yes,Yes,Low,Yes
3695,68,84768,5,3,6,8,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
3696,61,90198,5,1,0,2,3,Female,Rural,Sedan,Yes,No,Low,No
3697,26,30000,28.6,2,6,16,3,Male,Urban,SUV,Yes,No,Low,No
3698,30,95892,5,2,7,11,5,Female,Urban,Sedan,Yes,No,Low,No
3699,25,30000,32.3,1,3,9,5,Female,Suburban,Truck,Yes,Yes,Low,Yes
3700,56,84493,38.7,1,3,12,3,Male,Urban,Sedan,No,Yes,Medium,No
3701,48,30000,36.1,1,3,1,1,Male,Suburban,SUV,Yes,Yes,Low,No
3702,36,75370,31,2,5,19,3,Male,Urban,SUV,No,Yes,Low,No
3703,51,88364,61.6,2,3,5,2,Female,Suburban,SUV,Yes,Yes,Low,No
3704,31,62336,23.2,1,4,1,4,Female,Suburban,SUV,Yes,No,Low,No
3705,67,131068,31,1,12,4,1,Male,Urban,SUV,No,No,Medium,No
3706,33,30000,62.6,2,8,3,4,Female,Urban,SUV,No,No,Medium,No
3707,28,92649,26.3,3,8,15,4,Male,Urban,SUV,No,No,Low,No
3708,58,90950,55.4,2,3,8,2,Female,Urban,Sedan,No,Yes,Medium,No
3709,49,113781,54.4,4,5,17,1,Male,Urban,Sedan,No,Yes,Low,No
3710,62,148415,5,3,2,15,1,Male,Urban,SUV,Yes,Yes,Low,No
3711,25,58764,34.6,2,0,3,1,Female,Rural,Sedan,Yes,Yes,Low,No
3712,27,121896,16.2,2,12,10,3,Male,Urban,SUV,No,No,Low,No
3713,51,93957,5,2,0,1,1,Male,Rural,Sedan,Yes,Yes,Low,No
3714,48,92697,37.8,2,7,16,1,Female,Urban,Sedan,Yes,No,Low,No
3715,25,131482,32.5,1,0,6,1,Male,Suburban,Sedan,Yes,No,Low,No
3716,53,111303,80.3,1,2,0,1,Male,Rural,SUV,No,Yes,High,No
3717,69,101268,5,2,1,5,1,Male,Suburban,Truck,Yes,No,Low,No
3718,35,81533,27.8,2,7,6,5,Female,Suburban,Sedan,Yes,No,Low,No
3719,66,30000,5,2,1,2,1,Female,Rural,SUV,Yes,Yes,Low,No
3720,38,111587,5,1,2,3,5,Male,Rural,Sedan,Yes,No,Low,No
3721,33,30000,5,1,2,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
3722,26,129743,44.9,2,1,1,1,Male,Rural,SUV,Yes,Yes,Low,No
3723,30,82460,26.7,2,4,6,2,Male,Urban,Sedan,No,Yes,Low,No
3724,26,86854,55.9,4,7,5,1,Female,Suburban,Truck,Yes,Yes,Low,No
3725,39,113372,42.5,1,5,6,2,Male,Suburban,SUV,Yes,Yes,Low,No
3726,34,63680,19.9,2,7,3,4,Male,Suburban,Sedan,No,No,Medium,No
3727,28,139905,38,2,4,5,5,Female,Suburban,Truck,Yes,Yes,Low,Yes
3728,58,61760,35.3,1,2,11,1,Female,Urban,Sedan,No,Yes,Low,No
3729,60,88615,38.6,2,0,3,5,Female,Suburban,SUV,Yes,No,Low,No
3730,25,86429,33.7,2,8,3,1,Female,Urban,Sedan,No,Yes,Low,No
3731,37,149892,44.9,2,5,8,3,Female,Suburban,Sedan,Yes,No,Low,No
3732,68,75326,5,2,7,4,2,Male,Urban,Sedan,Yes,Yes,Low,No
3733,40,30000,20.6,1,2,2,4,Male,Rural,SUV,Yes,Yes,Low,No
3734,48,119746,44.7,1,8,12,1,Male,Urban,Sedan,No,Yes,Medium,No
3735,60,77157,24.9,1,5,4,5,Female,Suburban,SUV,Yes,No,Low,No
3736,61,116889,38.5,2,2,17,5,Male,Urban,SUV,Yes,Yes,Low,Yes
3737,43,113337,53.3,2,2,0,4,Male,Rural,Hatchback,Yes,Yes,Low,Yes
3738,26,30000,66.3,2,4,9,1,Female,Suburban,Sedan,Yes,Yes,Low,No
3739,36,75358,51.6,2,7,6,2,Male,Urban,Sedan,No,No,Low,No
3740,51,112279,5,2,10,11,4,Female,Urban,SUV,No,No,Low,No
3741,48,108778,57.2,2,7,3,3,Female,Suburban,Sedan,Yes,No,Low,No
3742,31,83686,32,1,9,19,1,Female,Urban,Sedan,No,No,Low,No
3743,40,73881,54.4,2,1,3,5,Male,Rural,Sedan,Yes,Yes,Low,No
3744,57,30000,32.6,1,9,9,2,Female,Urban,SUV,No,No,Low,No
3745,48,72816,25.9,2,0,2,1,Female,Rural,SUV,Yes,Yes,Low,No
3746,43,55986,61.5,2,7,5,3,Female,Urban,SUV,No,Yes,Medium,No
3747,28,91607,26,2,6,5,1,Female,Suburban,SUV,Yes,Yes,Low,No
3748,26,134433,33.3,1,3,10,2,Female,Urban,Sedan,No,Yes,Low,No
3749,61,97630,43.9,1,2,3,4,Female,Suburban,SUV,Yes,No,Low,No
3750,59,77242,5,2,11,5,3,Male,Urban,SUV,Yes,Yes,Low,No
3751,62,95583,38.8,1,10,7,5,Male,Urban,SUV,No,Yes,Medium,No
3752,32,90366,29.9,1,4,10,3,Male,Urban,SUV,No,No,Medium,No
3753,49,96160,56.6,2,3,12,2,Male,Urban,Sedan,No,Yes,Low,No
3754,45,100936,62.4,3,11,14,4,Female,Urban,SUV,Yes,Yes,Low,Yes
3755,52,96300,41.1,2,1,1,5,Female,Rural,Sedan,Yes,Yes,Low,Yes
3756,33,93383,5,2,1,5,4,Male,Suburban,Sedan,Yes,No,Low,No
3757,48,119401,5,2,4,9,2,Male,Suburban,SUV,Yes,No,Low,No
3758,44,94510,5,1,1,6,3,Female,Suburban,Sedan,No,Yes,Medium,No
3759,49,107310,32.1,3,3,8,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
3760,37,81483,5,1,12,14,3,Female,Urban,SUV,Yes,No,Low,No
3761,26,81478,5,1,4,6,2,Female,Urban,SUV,No,Yes,Low,No
3762,29,107315,41.1,1,8,19,5,Male,Urban,SUV,Yes,Yes,Low,No
3763,49,110158,52.5,1,0,1,3,Female,Suburban,SUV,No,Yes,Medium,No
3764,26,84287,18.2,2,2,8,2,Male,Urban,Sedan,Yes,Yes,Low,No
3765,41,102624,44.9,1,12,18,5,Female,Urban,Hatchback,Yes,Yes,Low,Yes
3766,49,95950,67,1,4,10,2,Female,Urban,SUV,No,Yes,Medium,No
3767,55,80713,19.3,2,2,0,4,Other,Rural,SUV,Yes,No,Low,No
3768,29,96677,61.5,2,13,13,2,Female,Urban,Sedan,Yes,No,Low,No
3769,33,84768,37.4,1,1,1,2,Female,Rural,Sedan,Yes,Yes,Low,No
3770,42,103613,37.5,3,1,8,4,Female,Suburban,Sedan,Yes,Yes,Low,No
3771,51,124469,53.3,1,10,9,2,Female,Urban,Sedan,No,Yes,Low,No
3772,68,56513,37.1,2,2,5,5,Male,Suburban,Sedan,Yes,No,Low,No
3773,29,30000,31.3,2,1,2,3,Male,Suburban,SUV,Yes,No,Low,No
3774,60,88405,19.9,1,2,2,5,Female,Rural,Hatchback,Yes,Yes,Low,Yes
3775,57,91213,47.8,1,10,14,2,Male,Urban,Truck,Yes,Yes,Low,No
3776,49,113337,21.1,2,0,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
3777,67,91578,17.1,2,7,13,1,Male,Urban,Truck,No,No,Low,No
3778,37,45980,5,1,5,8,2,Female,Suburban,Sedan,No,Yes,Medium,No
3779,50,86831,32.5,1,7,8,1,Female,Suburban,Sedan,Yes,Yes,Low,No
3780,52,126746,46.4,2,0,2,1,Male,Rural,SUV,Yes,Yes,Low,No
3781,56,57726,28.8,2,2,15,2,Female,Urban,Sedan,Yes,Yes,Low,No
3782,48,69005,71.9,1,2,4,1,Male,Urban,Sedan,Yes,No,Low,No
3783,32,93694,5,1,6,16,4,Female,Urban,SUV,No,Yes,Low,Yes
3784,62,30000,45.9,1,5,13,2,Female,Urban,Truck,No,Yes,Medium,No
3785,59,132982,5,1,2,11,5,Male,Urban,Sedan,Yes,Yes,Low,No
3786,28,102049,47.5,2,9,7,5,Male,Urban,Hatchback,No,Yes,Medium,Yes
3787,68,70829,26,1,1,1,1,Male,Suburban,Sedan,Yes,No,Low,No
3788,36,91560,5,3,4,2,2,Male,Suburban,Sedan,Yes,No,Low,No
3789,26,44625,5,2,4,7,3,Female,Suburban,Truck,Yes,Yes,Low,No
3790,57,148948,24.9,2,7,8,5,Male,Urban,Sedan,No,Yes,Low,Yes
3791,61,53845,61.5,1,6,3,5,Male,Suburban,Truck,No,No,Medium,No
3792,44,61380,43.8,2,11,10,2,Female,Urban,SUV,Yes,Yes,Low,No
3793,50,70523,28.7,3,4,10,2,Female,Urban,Sedan,Yes,No,Low,No
3794,48,30000,5,2,0,0,1,Female,Rural,Hatchback,Yes,Yes,Low,No
3795,40,65790,21.8,1,1,7,4,Female,Suburban,Truck,Yes,Yes,Low,No
3796,49,30000,27,1,11,19,2,Male,Urban,Hatchback,Yes,Yes,Low,No
3797,27,106442,45.1,3,7,7,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
3798,50,63791,12.4,2,10,7,2,Male,Urban,Sedan,No,Yes,Low,No
3799,51,30000,44.4,2,0,1,4,Male,Rural,SUV,Yes,No,Low,No
3800,47,90981,46,1,1,2,1,Male,Rural,Sedan,Yes,No,Low,No
3801,67,70973,48.4,1,1,6,1,Female,Suburban,SUV,Yes,Yes,Low,No
3802,27,64973,16,4,5,3,5,Other,Urban,Hatchback,Yes,No,Low,No
3803,57,83489,5,2,1,3,4,Male,Rural,Sedan,Yes,Yes,Low,No
3804,63,117771,5,1,7,4,4,Male,Suburban,Hatchback,Yes,No,Low,No
3805,47,79855,22.8,1,12,14,5,Male,Urban,Hatchback,Yes,Yes,Low,No
3806,60,94575,24.6,2,5,9,5,Male,Urban,Truck,No,Yes,Low,Yes
3807,27,30000,49.9,2,2,5,4,Male,Suburban,SUV,Yes,Yes,Low,No
3808,66,88640,49.6,1,9,3,4,Female,Urban,Sedan,No,Yes,Medium,No
3809,34,30000,16.7,1,11,18,3,Female,Urban,Sedan,No,Yes,Low,No
3810,64,91560,54.4,2,9,9,1,Male,Urban,SUV,No,No,Low,No
3811,28,132982,5,2,7,12,1,Female,Urban,Sedan,No,Yes,Low,No
3812,33,103885,58.2,3,6,6,2,Male,Suburban,Truck,No,Yes,Medium,No
3813,30,107845,50.7,1,3,12,2,Male,Urban,Sedan,No,No,Medium,No
3814,44,30000,21.3,1,3,9,1,Male,Suburban,SUV,Yes,No,Low,No
3815,46,30000,5,1,6,5,3,Male,Suburban,Sedan,Yes,Yes,Low,No
3816,30,106831,45.4,1,3,7,2,Male,Suburban,Sedan,Yes,No,Low,No
3817,36,118610,21.8,1,1,1,4,Male,Rural,Sedan,Yes,Yes,Low,No
3818,58,30000,5,2,9,18,2,Male,Urban,SUV,No,No,Low,No
3819,33,30000,67.4,2,7,7,4,Male,Suburban,SUV,Yes,No,Low,No
3820,27,30000,35.3,2,6,17,3,Female,Urban,Sedan,No,Yes,Low,No
3821,46,96419,5,2,7,7,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
3822,44,58922,26.8,2,13,4,5,Male,Urban,Sedan,No,Yes,Medium,No
3823,55,119931,60.7,2,1,6,1,Female,Suburban,Sedan,Yes,No,Low,No
3824,40,86448,67.4,1,1,5,4,Female,Suburban,Hatchback,Yes,No,Low,No
3825,66,84012,48.2,3,5,8,3,Female,Suburban,Sedan,No,Yes,Low,No
3826,63,63694,37.3,2,7,8,2,Male,Urban,Hatchback,No,No,Low,No
3827,42,78525,61.5,2,5,19,4,Female,Urban,Hatchback,Yes,No,Low,No
3828,49,30000,48.5,2,11,19,5,Male,Urban,Truck,No,Yes,Low,No
3829,41,79956,55.6,3,1,9,5,Female,Suburban,Sedan,Yes,No,Low,No
3830,35,56891,58.4,1,1,2,1,Female,Rural,Sedan,Yes,Yes,Low,No
3831,62,88889,49.3,1,2,1,3,Female,Rural,SUV,No,No,High,No
3832,67,30000,50.3,2,5,5,2,Female,Suburban,SUV,Yes,Yes,Low,No
3833,65,83691,56.9,1,2,15,4,Male,Urban,Sedan,No,Yes,Medium,No
3834,26,131360,31.8,2,0,3,5,Male,Rural,SUV,Yes,Yes,Low,Yes
3835,60,99136,5,3,14,5,5,Male,Urban,SUV,No,No,Low,No
3836,28,70864,55.8,2,2,13,2,Male,Urban,Hatchback,No,No,Medium,No
3837,26,99424,24.4,1,4,8,5,Female,Suburban,Sedan,Yes,No,Low,No
3838,28,81622,5,2,9,14,2,Female,Urban,Sedan,Yes,Yes,Low,No
3839,45,92372,5,2,6,18,5,Male,Urban,Sedan,No,Yes,Low,No
3840,63,65425,61.7,1,5,7,3,Female,Urban,SUV,No,No,Low,No
3841,57,94575,54.1,1,0,6,1,Female,Suburban,SUV,Yes,Yes,Low,No
3842,49,114870,13,2,12,4,4,Male,Urban,SUV,Yes,Yes,Low,Yes
3843,42,30000,32.4,2,1,2,1,Male,Rural,Sedan,Yes,Yes,Low,No
3844,53,71226,35.7,2,2,2,1,Female,Rural,Truck,Yes,No,Low,No
3845,53,151392,35.2,3,2,2,4,Female,Rural,Sedan,Yes,No,Low,Yes
3846,55,107944,43.8,1,4,8,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
3847,50,84578,17.3,1,2,4,1,Female,Urban,Sedan,Yes,No,Low,No
3848,68,70591,30.1,1,6,2,3,Female,Suburban,Hatchback,Yes,Yes,Low,No
3849,51,148722,52.5,1,2,3,2,Male,Rural,Sedan,Yes,Yes,Low,No
3850,65,137965,34,2,2,4,3,Female,Suburban,Sedan,Yes,No,Low,No
3851,69,76678,32.9,2,6,6,2,Male,Urban,SUV,Yes,Yes,Low,No
3852,31,73467,21.4,3,6,6,3,Male,Urban,Truck,No,No,Low,No
3853,43,30000,57,1,0,8,2,Male,Suburban,SUV,Yes,No,Low,No
3854,50,113978,17.1,1,0,3,2,Female,Rural,Hatchback,Yes,Yes,Low,No
3855,26,68476,55.9,2,0,8,2,Female,Suburban,SUV,Yes,Yes,Low,No
3856,36,90471,31.8,2,6,4,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
3857,60,81686,43.3,2,1,6,3,Male,Suburban,SUV,Yes,Yes,Low,No
3858,56,51333,55.2,1,14,17,3,Female,Urban,Sedan,Yes,No,Low,No
3859,30,30000,56.9,2,4,7,1,Female,Suburban,SUV,Yes,Yes,Low,No
3860,58,124479,51.4,2,11,17,1,Female,Urban,Sedan,No,Yes,Low,No
3861,27,86407,28.2,2,0,1,1,Female,Suburban,SUV,Yes,No,Low,No
3862,42,45980,57,2,4,12,5,Female,Urban,SUV,No,Yes,Medium,No
3863,59,30000,32.7,1,10,10,5,Male,Urban,Sedan,No,No,Medium,No
3864,52,133823,25.6,1,0,1,4,Male,Suburban,Sedan,Yes,Yes,Low,No
3865,32,112352,5,1,1,1,1,Female,Rural,SUV,Yes,No,Low,No
3866,37,118904,5,2,0,2,2,Female,Rural,SUV,Yes,No,Low,No
3867,64,77206,27.4,1,6,8,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
3868,67,58355,45.6,2,13,16,1,Male,Urban,Sedan,No,Yes,Low,No
3869,62,69998,55.5,1,2,1,5,Female,Rural,Sedan,Yes,Yes,Low,Yes
3870,27,152848,34.8,2,4,4,5,Female,Suburban,Sedan,Yes,Yes,Low,No
3871,67,64908,59.1,2,12,4,2,Male,Urban,Sedan,No,No,Low,No
3872,65,30000,19.8,1,2,8,3,Male,Suburban,Sedan,Yes,Yes,Low,No
3873,25,30000,32.4,2,1,9,3,Male,Suburban,Truck,Yes,Yes,Low,No
3874,26,72410,47.9,2,2,2,3,Female,Rural,SUV,Yes,Yes,Low,No
3875,64,91328,19.3,3,2,7,1,Female,Suburban,Sedan,Yes,Yes,Low,Yes
3876,65,95939,5,2,7,8,5,Male,Suburban,Sedan,Yes,No,Low,No
3877,31,72415,50.7,1,9,9,1,Male,Urban,Sedan,No,Yes,Medium,No
3878,67,109380,61.6,1,6,4,3,Male,Urban,Sedan,No,Yes,Medium,No
3879,46,93678,38.7,1,0,9,3,Female,Suburban,Sedan,Yes,Yes,Low,No
3880,55,108860,28,2,2,9,2,Female,Suburban,SUV,Yes,Yes,Low,No
3881,28,48735,44.7,1,6,8,2,Male,Suburban,Sedan,Yes,Yes,Low,No
3882,30,106653,35.3,1,1,1,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
3883,27,107839,49.7,2,2,2,3,Male,Suburban,Truck,No,Yes,Medium,No
3884,42,91821,5,1,10,16,5,Female,Urban,Hatchback,No,Yes,Low,Yes
3885,36,82668,8.2,3,10,4,5,Female,Urban,Sedan,No,Yes,Low,No
3886,58,64387,48.5,1,4,10,1,Male,Urban,SUV,Yes,Yes,Low,No
3887,64,107254,34.8,4,0,1,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
3888,57,82429,43.7,1,11,3,2,Male,Urban,Sedan,No,Yes,Medium,No
3889,63,68192,53.3,2,6,7,5,Female,Suburban,Hatchback,Yes,No,Low,No
3890,27,91412,30.3,1,5,17,5,Male,Urban,Hatchback,Yes,No,Low,No
3891,55,61183,57.9,1,2,8,4,Female,Suburban,SUV,Yes,No,Low,No
3892,33,65738,35.7,1,2,18,2,Male,Urban,Truck,No,No,Low,No
3893,41,117510,98.2,4,1,2,1,Female,Rural,Sedan,No,Yes,High,No
3894,52,93341,21.3,2,9,9,4,Male,Urban,Sedan,Yes,Yes,Low,Yes
3895,61,78911,37.7,1,9,19,4,Male,Urban,SUV,No,No,Low,No
3896,49,112446,41.8,2,3,16,4,Female,Urban,Hatchback,No,Yes,Low,No
3897,57,114057,54.5,2,1,3,5,Female,Rural,SUV,Yes,Yes,Low,Yes
3898,28,106984,5,2,14,6,3,Male,Urban,Truck,No,Yes,Low,No
3899,26,79164,28.8,2,2,7,4,Female,Urban,SUV,Yes,No,Low,No
3900,68,90337,46.4,2,8,11,4,Male,Urban,Sedan,No,Yes,Low,Yes
3901,55,66984,50.3,3,5,8,5,Male,Urban,Sedan,No,Yes,Low,No
3902,35,103933,48.1,1,8,12,5,Female,Urban,Hatchback,Yes,Yes,Low,Yes
3903,52,78569,52.4,3,3,1,3,Female,Suburban,SUV,No,Yes,Medium,No
3904,26,76549,39.4,1,4,16,1,Female,Urban,Hatchback,No,Yes,Low,No
3905,69,88869,41.5,2,1,2,1,Female,Rural,Hatchback,Yes,No,Low,No
3906,27,79660,35.1,2,1,0,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
3907,44,95894,43.9,1,6,2,4,Female,Suburban,Truck,No,No,Medium,No
3908,25,30000,55.4,1,2,3,2,Female,Rural,Sedan,Yes,No,Low,No
3909,36,77979,5,2,5,5,3,Male,Urban,Truck,No,Yes,Low,Yes
3910,56,109594,50.1,1,9,17,3,Female,Urban,Sedan,Yes,No,Low,No
3911,35,107519,50.9,3,1,5,3,Male,Suburban,Sedan,Yes,Yes,Low,No
3912,38,80199,5,1,2,2,1,Female,Rural,Sedan,Yes,No,Low,No
3913,33,92882,38.6,2,9,11,4,Male,Urban,Sedan,No,No,Low,No
3914,34,109783,44.4,2,6,10,3,Male,Urban,Sedan,No,No,Low,No
3915,63,52786,26.4,2,7,11,3,Female,Urban,Sedan,No,Yes,Low,No
3916,47,105957,50.2,2,2,2,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
3917,36,84530,28.5,2,6,3,3,Male,Suburban,Sedan,Yes,Yes,Low,Yes
3918,26,104581,5,1,5,17,5,Male,Urban,Sedan,No,Yes,Low,Yes
3919,57,80545,29.8,3,2,1,1,Female,Rural,Sedan,Yes,No,Low,No
3920,27,163475,27.7,1,4,9,4,Male,Urban,SUV,No,No,Medium,No
3921,46,30000,33.4,2,1,5,1,Male,Suburban,Sedan,Yes,Yes,Low,No
3922,39,107175,5,1,12,4,2,Female,Urban,Sedan,Yes,Yes,Low,No
3923,39,64714,30.6,1,3,8,1,Male,Urban,SUV,No,Yes,Low,No
3924,29,43860,20.1,1,6,5,1,Male,Suburban,SUV,Yes,No,Low,No
3925,30,97597,49.9,1,2,1,1,Male,Rural,Sedan,Yes,Yes,Low,No
3926,49,91762,41.4,3,5,9,5,Male,Suburban,Sedan,Yes,No,Low,No
3927,65,93329,5,1,3,4,1,Female,Suburban,Sedan,Yes,Yes,Low,No
3928,66,122217,62.8,1,1,1,1,Male,Rural,SUV,Yes,Yes,Low,No
3929,68,143044,27.9,1,7,7,2,Female,Suburban,Sedan,Yes,No,Low,No
3930,62,86095,42.9,3,7,12,3,Male,Urban,Hatchback,No,Yes,Low,Yes
3931,53,98644,5,2,7,9,2,Male,Suburban,SUV,Yes,No,Low,No
3932,49,94443,23.9,2,2,8,2,Male,Urban,Sedan,Yes,No,Low,No
3933,66,56866,5,1,3,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
3934,26,30000,56.9,2,1,0,1,Female,Rural,Sedan,Yes,Yes,Low,No
3935,66,78656,5,1,5,18,2,Male,Urban,Sedan,No,Yes,Low,No
3936,54,87877,53.6,2,7,8,2,Male,Suburban,SUV,Yes,No,Low,No
